canonical_field,source_endpoints,example_raw_field,category,likely_use,priority,first_seen,last_seen
market_hours.future.MHO.sessionHours.regularMarket,market_hours,future.MHO.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MHO.sessionHours.regularMarket.*,market_hours,future.MHO.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MHO.sessionHours.regularMarket.*.end,market_hours,future.MHO.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MHO.sessionHours.regularMarket.*.start,market_hours,future.MHO.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.MLN,market_hours,future.MLN,unknown,unknown,medium,,
market_hours.future.MLN.category,market_hours,future.MLN.category,unknown,unknown,medium,,
market_hours.future.MLN.date,market_hours,future.MLN.date,unknown,unknown,medium,,
market_hours.future.MLN.exchange,market_hours,future.MLN.exchange,unknown,unknown,low,,
market_hours.future.MLN.isOpen,market_hours,future.MLN.isOpen,market_hours,unknown,medium,,
market_hours.future.MLN.marketType,market_hours,future.MLN.marketType,unknown,unknown,medium,,
market_hours.future.MLN.product,market_hours,future.MLN.product,unknown,unknown,medium,,
market_hours.future.MLN.productName,market_hours,future.MLN.productName,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours,market_hours,future.MLN.sessionHours,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.noTrading,market_hours,future.MLN.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.noTrading.*,market_hours,future.MLN.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.noTrading.*.end,market_hours,future.MLN.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.noTrading.*.start,market_hours,future.MLN.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.regularMarket,market_hours,future.MLN.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.regularMarket.*,market_hours,future.MLN.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.regularMarket.*.end,market_hours,future.MLN.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MLN.sessionHours.regularMarket.*.start,market_hours,future.MLN.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.MNG,market_hours,future.MNG,unknown,unknown,medium,,
market_hours.future.MNG.category,market_hours,future.MNG.category,unknown,unknown,medium,,
market_hours.future.MNG.date,market_hours,future.MNG.date,unknown,unknown,medium,,
market_hours.future.MNG.exchange,market_hours,future.MNG.exchange,unknown,unknown,low,,
market_hours.future.MNG.isOpen,market_hours,future.MNG.isOpen,market_hours,unknown,medium,,
market_hours.future.MNG.marketType,market_hours,future.MNG.marketType,unknown,unknown,medium,,
market_hours.future.MNG.product,market_hours,future.MNG.product,unknown,unknown,medium,,
market_hours.future.MNG.productName,market_hours,future.MNG.productName,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours,market_hours,future.MNG.sessionHours,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.noTrading,market_hours,future.MNG.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.noTrading.*,market_hours,future.MNG.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.noTrading.*.end,market_hours,future.MNG.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.noTrading.*.start,market_hours,future.MNG.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.regularMarket,market_hours,future.MNG.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.regularMarket.*,market_hours,future.MNG.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.regularMarket.*.end,market_hours,future.MNG.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MNG.sessionHours.regularMarket.*.start,market_hours,future.MNG.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.MNK,market_hours,future.MNK,unknown,unknown,medium,,
market_hours.future.MNK.category,market_hours,future.MNK.category,unknown,unknown,medium,,
market_hours.future.MNK.date,market_hours,future.MNK.date,unknown,unknown,medium,,
market_hours.future.MNK.exchange,market_hours,future.MNK.exchange,unknown,unknown,low,,
market_hours.future.MNK.isOpen,market_hours,future.MNK.isOpen,market_hours,unknown,medium,,
market_hours.future.MNK.marketType,market_hours,future.MNK.marketType,unknown,unknown,medium,,
market_hours.future.MNK.product,market_hours,future.MNK.product,unknown,unknown,medium,,
market_hours.future.MNK.productName,market_hours,future.MNK.productName,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours,market_hours,future.MNK.sessionHours,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.noTrading,market_hours,future.MNK.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.noTrading.*,market_hours,future.MNK.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.noTrading.*.end,market_hours,future.MNK.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.noTrading.*.start,market_hours,future.MNK.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.regularMarket,market_hours,future.MNK.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.regularMarket.*,market_hours,future.MNK.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.regularMarket.*.end,market_hours,future.MNK.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MNK.sessionHours.regularMarket.*.start,market_hours,future.MNK.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.MNQ,market_hours,future.MNQ,unknown,unknown,medium,,
market_hours.future.MNQ.category,market_hours,future.MNQ.category,unknown,unknown,medium,,
market_hours.future.MNQ.date,market_hours,future.MNQ.date,unknown,unknown,medium,,
market_hours.future.MNQ.exchange,market_hours,future.MNQ.exchange,unknown,unknown,low,,
market_hours.future.MNQ.isOpen,market_hours,future.MNQ.isOpen,market_hours,unknown,medium,,
market_hours.future.MNQ.marketType,market_hours,future.MNQ.marketType,unknown,unknown,medium,,
market_hours.future.MNQ.product,market_hours,future.MNQ.product,unknown,unknown,medium,,
market_hours.future.MNQ.productName,market_hours,future.MNQ.productName,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours,market_hours,future.MNQ.sessionHours,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.noTrading,market_hours,future.MNQ.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.noTrading.*,market_hours,future.MNQ.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.noTrading.*.end,market_hours,future.MNQ.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.noTrading.*.start,market_hours,future.MNQ.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.regularMarket,market_hours,future.MNQ.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.regularMarket.*,market_hours,future.MNQ.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.regularMarket.*.end,market_hours,future.MNQ.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MNQ.sessionHours.regularMarket.*.start,market_hours,future.MNQ.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.MRB,market_hours,future.MRB,unknown,unknown,medium,,
market_hours.future.MRB.category,market_hours,future.MRB.category,unknown,unknown,medium,,
market_hours.future.MRB.date,market_hours,future.MRB.date,unknown,unknown,medium,,
market_hours.future.MRB.exchange,market_hours,future.MRB.exchange,unknown,unknown,low,,
market_hours.future.MRB.isOpen,market_hours,future.MRB.isOpen,market_hours,unknown,medium,,
market_hours.future.MRB.marketType,market_hours,future.MRB.marketType,unknown,unknown,medium,,
market_hours.future.MRB.product,market_hours,future.MRB.product,unknown,unknown,medium,,
market_hours.future.MRB.productName,market_hours,future.MRB.productName,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours,market_hours,future.MRB.sessionHours,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.noTrading,market_hours,future.MRB.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.noTrading.*,market_hours,future.MRB.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.noTrading.*.end,market_hours,future.MRB.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.noTrading.*.start,market_hours,future.MRB.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.regularMarket,market_hours,future.MRB.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.regularMarket.*,market_hours,future.MRB.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.regularMarket.*.end,market_hours,future.MRB.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MRB.sessionHours.regularMarket.*.start,market_hours,future.MRB.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.MSF,market_hours,future.MSF,unknown,unknown,medium,,
market_hours.future.MSF.category,market_hours,future.MSF.category,unknown,unknown,medium,,
market_hours.future.MSF.date,market_hours,future.MSF.date,unknown,unknown,medium,,
market_hours.future.MSF.exchange,market_hours,future.MSF.exchange,unknown,unknown,low,,
market_hours.future.MSF.isOpen,market_hours,future.MSF.isOpen,market_hours,unknown,medium,,
market_hours.future.MSF.marketType,market_hours,future.MSF.marketType,unknown,unknown,medium,,
market_hours.future.MSF.product,market_hours,future.MSF.product,unknown,unknown,medium,,
market_hours.future.MSF.productName,market_hours,future.MSF.productName,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours,market_hours,future.MSF.sessionHours,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.noTrading,market_hours,future.MSF.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.noTrading.*,market_hours,future.MSF.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.noTrading.*.end,market_hours,future.MSF.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.noTrading.*.start,market_hours,future.MSF.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.regularMarket,market_hours,future.MSF.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.regularMarket.*,market_hours,future.MSF.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.regularMarket.*.end,market_hours,future.MSF.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MSF.sessionHours.regularMarket.*.start,market_hours,future.MSF.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.MSL,market_hours,future.MSL,unknown,unknown,medium,,
market_hours.future.MSL.category,market_hours,future.MSL.category,unknown,unknown,medium,,
market_hours.future.MSL.date,market_hours,future.MSL.date,unknown,unknown,medium,,
market_hours.future.MSL.exchange,market_hours,future.MSL.exchange,unknown,unknown,low,,
market_hours.future.MSL.isOpen,market_hours,future.MSL.isOpen,market_hours,unknown,medium,,
market_hours.future.MSL.marketType,market_hours,future.MSL.marketType,unknown,unknown,medium,,
market_hours.future.MSL.product,market_hours,future.MSL.product,unknown,unknown,medium,,
market_hours.future.MSL.productName,market_hours,future.MSL.productName,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours,market_hours,future.MSL.sessionHours,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.noTrading,market_hours,future.MSL.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.noTrading.*,market_hours,future.MSL.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.noTrading.*.end,market_hours,future.MSL.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.noTrading.*.start,market_hours,future.MSL.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.regularMarket,market_hours,future.MSL.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.regularMarket.*,market_hours,future.MSL.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.regularMarket.*.end,market_hours,future.MSL.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.MSL.sessionHours.regularMarket.*.start,market_hours,future.MSL.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future.MXL,market_hours,future.MXL,unknown,unknown,medium,,
market_hours.future.MXL.category,market_hours,future.MXL.category,unknown,unknown,medium,,
market_hours.future.MXL.date,market_hours,future.MXL.date,unknown,unknown,medium,,
market_hours.future.MXL.exchange,market_hours,future.MXL.exchange,unknown,unknown,low,,
market_hours.future.MXL.isOpen,market_hours,future.MXL.isOpen,market_hours,unknown,medium,,
market_hours.future.MXL.marketType,market_hours,future.MXL.marketType,unknown,unknown,medium,,
market_hours.future.MXL.product,market_hours,future.MXL.product,unknown,unknown,medium,,
market_hours.future.MXL.productName,market_hours,future.MXL.productName,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours,market_hours,future.MXL.sessionHours,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.noTrading,market_hours,future.MXL.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.noTrading.*,market_hours,future.MXL.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.noTrading.*.end,market_hours,future.MXL.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.noTrading.*.start,market_hours,future.MXL.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.regularMarket,market_hours,future.MXL.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.regularMarket.*,market_hours,future.MXL.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.regularMarket.*.end,market_hours,future.MXL.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.MXL.sessionHours.regularMarket.*.start,market_hours,future.MXL.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
